kierunek;wynagrodzenie;uczelnia;rok;forma;poziom;wskaznik;binary;województwo;stopa_bezr;absolwenci
 Pielęgniarstwo ;6085,09; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;1,35;Pierwszy prog;łódzkie;6,1;75
 Pielęgniarstwo ;6386,31; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;1,26;Pierwszy prog;łódzkie;6,1;75
 Pielęgniarstwo ;6398,3; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;II stopnia;1,18;Pierwszy prog;łódzkie;6,1;75
 Politologia ;4100; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;1,03;Pierwszy prog;łódzkie;6,1;75
 Politologia ;3965,72; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;II stopnia;0,99;Pierwszy prog;łódzkie;6,1;75
 Pielęgniarstwo ;4445,1; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Stacjonarne;I stopnia;0,97;Pierwszy prog;łódzkie;6,1;75
 Informatyka ;4457,46; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,95;Pierwszy prog;łódzkie;6,1;75
 Filologia: specjalizacja: filologia angielska ;4105,89; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;II stopnia;0,95;Pierwszy prog;łódzkie;6,1;75
 Transport ;3969,23; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,93;Pierwszy prog;łódzkie;6,1;75
 Grafika ;4733,98; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,89;Pierwszy prog;łódzkie;6,1;75
 Filologia polska ;3659,92; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;II stopnia;0,84;Pierwszy prog;łódzkie;6,1;75
 Pedagogika ;3357,64; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,8;Pierwszy prog;łódzkie;6,1;75
 Administracja ;3279,92; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,73;Pierwszy prog;łódzkie;6,1;75
 Kulturoznawstwo ;3008,41; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,69;Pierwszy prog;łódzkie;6,1;75
 Pedagogika ;2764,56; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;II stopnia;0,64;Pierwszy prog;łódzkie;6,1;75
 Dziennikarstwo i komunikacja społeczna ;2921; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,61;Pierwszy prog;łódzkie;6,1;75
 Psychologia ;2498,79; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,6;Pierwszy prog;łódzkie;6,1;75
 Pedagogika ;2730,88; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,59;Pierwszy prog;łódzkie;6,1;75
 Pedagogika ;2429,88; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,55;Pierwszy prog;łódzkie;6,1;75
 Pedagogika ;2507,55; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,54;Pierwszy prog;łódzkie;6,1;75
 Pedagogika ;2172,27; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,52;Pierwszy prog;łódzkie;6,1;75
 Bezpieczeństwo wewnętrzne ;2246,6; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia;0,49;Pierwszy prog;łódzkie;6,1;75
 Taniec ;1821,27; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Stacjonarne;I stopnia;0,39;Pierwszy prog;łódzkie;6,1;75
 Finanse i rachunkowość ;5981,16; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;II stopnia;1,13;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;5692,23; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;II stopnia;1,02;Pierwszy prog;mazowieckie;4,9;113
 Administracja ;4502,71; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;II stopnia;0,91;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;5265,37; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;II stopnia;0,9;Pierwszy prog;mazowieckie;4,9;113
 Finanse i rachunkowość ;4971,32; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;I stopnia;0,89;Pierwszy prog;mazowieckie;4,9;113
 Prawo ;4188,42; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;Jednolite-magisterskie;0,81;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;3704,61; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;I stopnia;0,74;Pierwszy prog;mazowieckie;4,9;113
 Finanse i rachunkowość ;4259,1; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,72;Pierwszy prog;mazowieckie;4,9;113
 Administracja ;4576,81; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,69;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;4094,9; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,68;Pierwszy prog;mazowieckie;4,9;113
 Finanse i rachunkowość ;3535,88; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,62;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;3003; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,61;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;3003,46; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,56;Pierwszy prog;mazowieckie;4,9;113
 Prawo ;3096,63; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;Jednolite-magisterskie;0,55;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;2166; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;I stopnia;0,48;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;2469,54; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,36;Pierwszy prog;mazowieckie;4,9;113
 Pielęgniarstwo ;6519,77; Akademia Polonijna w Częstochowie ;2018;Niestacjonarne;I stopnia;1,44;Pierwszy prog;śląskie;4,3;68
 Pielęgniarstwo ;5432,82; Akademia Polonijna w Częstochowie ;2018;Niestacjonarne;II stopnia;1,41;Pierwszy prog;śląskie;4,3;68
 Ekonomia ;5291,19; Akademia Polonijna w Częstochowie ;2018;Niestacjonarne;II stopnia;1,28;Pierwszy prog;śląskie;4,3;68
 Filologia ;5897,67; Akademia Polonijna w Częstochowie ;2018;Niestacjonarne;II stopnia;1,23;Pierwszy prog;śląskie;4,3;68
 Pielęgniarstwo ;3882,06; Akademia Polonijna w Częstochowie ;2018;Stacjonarne;I stopnia;0,92;Pierwszy prog;śląskie;4,3;68
 Ekonomia ;2839,74; Akademia Polonijna w Częstochowie ;2018;Niestacjonarne;I stopnia;0,7;Pierwszy prog;śląskie;4,3;68
 Mechanika i budowa maszyn ;6510; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia;1,44;Pierwszy prog;śląskie;4,3;68
 Zarządzanie i inżynieria produkcji ;6100,14; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;II stopnia;1,39;Pierwszy prog;śląskie;4,3;68
 Informatyka ;6265,34; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;II stopnia;1,31;Pierwszy prog;śląskie;4,3;68
 Automatyka i robotyka ;5178,06; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia;1,19;Pierwszy prog;śląskie;4,3;68
 Zarządzanie i inżynieria produkcji ;5104,07; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia;1,11;Pierwszy prog;śląskie;4,3;68
 Informatyka ;4661,23; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;1,06;Pierwszy prog;śląskie;4,3;68
 Pielęgniarstwo ;4953,58; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;II stopnia;1,06;Pierwszy prog;śląskie;4,3;68
 Pielęgniarstwo ;4549,48; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia;1,01;Pierwszy prog;śląskie;4,3;68
 Inżynieria materiałowa ;4134,17; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,99;Pierwszy prog;śląskie;4,3;68
 Informatyka ;4250,37; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia;0,9;Pierwszy prog;śląskie;4,3;68
 Inżynieria środowiska ;4098,15; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia;0,85;Pierwszy prog;śląskie;4,3;68
 Pielęgniarstwo ;3799,48; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,84;Pierwszy prog;śląskie;4,3;68
 Transport ;3638,68; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia;0,83;Pierwszy prog;śląskie;4,3;68
 Zarządzanie ;3491,47; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;II stopnia;0,78;Pierwszy prog;śląskie;4,3;68
 Informatyka ;3667,1; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia;0,76;Pierwszy prog;śląskie;4,3;68
 Ratownictwo medyczne ;3282,12; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia;0,72;Pierwszy prog;śląskie;4,3;68
 Pedagogika ;3209,34; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;II stopnia;0,67;Pierwszy prog;śląskie;4,3;68
 Budownictwo ;3311,89; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia;0,67;Pierwszy prog;śląskie;4,3;68
 Filologia: specjalizacja: Filologia hiszpańska ;3070,48; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia;0,65;Pierwszy prog;śląskie;4,3;68
 Zarządzanie ;3021,49; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia;0,64;Pierwszy prog;śląskie;4,3;68
 Automatyka i robotyka ;2914,73; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,63;Pierwszy prog;śląskie;4,3;68
 Ratownictwo medyczne ;2895,22; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,61;Pierwszy prog;śląskie;4,3;68
 Mechanika i budowa maszyn ;2695,01; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,6;Pierwszy prog;śląskie;4,3;68
 Inżynieria środowiska ;2700,99; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia;0,59;Pierwszy prog;śląskie;4,3;68
 Pedagogika ;2599,42; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia;0,58;Pierwszy prog;śląskie;4,3;68
 Zarządzanie i inżynieria produkcji ;2507,6; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia;0,57;Pierwszy prog;śląskie;4,3;68
 Transport ;2621,99; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,56;Pierwszy prog;śląskie;4,3;68
 Filologia polska ;2375,89; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia;0,53;Pierwszy prog;śląskie;4,3;68
 Filologia: specjalizacja: filologia angielska ;2275,32; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia;0,52;Pierwszy prog;śląskie;4,3;68
 Zarządzanie ;2449,53; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia;0,52;Pierwszy prog;śląskie;4,3;68
 Pedagogika ;2182,58; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia;0,5;Pierwszy prog;śląskie;4,3;68
 Pedagogika ;2275,35; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,49;Pierwszy prog;śląskie;4,3;68
 Zarządzanie ;2419,17; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,49;Pierwszy prog;śląskie;4,3;68
 Budownictwo ;2209,88; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,49;Pierwszy prog;śląskie;4,3;68
 Filologia: specjalizacja: filologia angielska ;2167,95; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia;0,48;Pierwszy prog;śląskie;4,3;68
 Filologia: specjalizacja: filologia hiszpańska ;2042,32; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,45;Pierwszy prog;śląskie;4,3;68
 Socjologia ;2014,29; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,45;Pierwszy prog;śląskie;4,3;68
 Filologia polska ;2120,07; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,42;Pierwszy prog;śląskie;4,3;68
 Filologia: specjalizacja: filologia angielska ;1782,14; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,41;Pierwszy prog;śląskie;4,3;68
 Filologia: specjalizacja: filologia słowiańska ;1665,69; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia;0,32;Pierwszy prog;śląskie;4,3;68
 Informatyka ;5003,34; Akademia WSB ;2018;Niestacjonarne;I stopnia;1,09;Pierwszy prog;śląskie;4,3;68
 Informatyka ;4826,79; Akademia WSB ;2018;Stacjonarne;II stopnia;1;Pierwszy prog;śląskie;4,3;68
 Zarządzanie i inżynieria produkcji ;4512,55; Akademia WSB ;2018;Niestacjonarne;II stopnia;0,93;Pierwszy prog;śląskie;4,3;68
 Socjologia ;4881,92; Akademia WSB ;2018;Stacjonarne;I stopnia;0,93;Pierwszy prog;śląskie;4,3;68
 Transport ;4479,4; Akademia WSB ;2018;Stacjonarne;II stopnia;0,9;Pierwszy prog;śląskie;4,3;68
 Bezpieczeństwo narodowe ;4188,99; Akademia WSB ;2018;Stacjonarne;II stopnia;0,87;Pierwszy prog;śląskie;4,3;68
 Zarządzanie ;3827,36; Akademia WSB ;2018;Stacjonarne;I stopnia;0,82;Pierwszy prog;śląskie;4,3;68
 Bezpieczeństwo narodowe ;3456; Akademia WSB ;2018;Niestacjonarne;I stopnia;0,77;Pierwszy prog;śląskie;4,3;68
 Zarządzanie ;3747,95; Akademia WSB ;2018;Stacjonarne;II stopnia;0,75;Pierwszy prog;śląskie;4,3;68
 Informatyka ;3148,98; Akademia WSB ;2018;Stacjonarne;I stopnia;0,69;Pierwszy prog;śląskie;4,3;68
 Zarządzanie ;3177,07; Akademia WSB ;2018;Niestacjonarne;I stopnia;0,69;Pierwszy prog;śląskie;4,3;68
 Zarządzanie ;3260,79; Akademia WSB ;2018;Niestacjonarne;I stopnia;0,68;Pierwszy prog;śląskie;4,3;68
 Zarządzanie i inżynieria produkcji ;3022; Akademia WSB ;2018;Niestacjonarne;II stopnia;0,67;Pierwszy prog;śląskie;4,3;68
 Filologia: specjalizacja: Filologia angielska ;3252,45; Akademia WSB ;2018;Niestacjonarne;I stopnia;0,67;Pierwszy prog;śląskie;4,3;68
 Informatyka ;3033,33; Akademia WSB ;2018;Niestacjonarne;I stopnia;0,62;Pierwszy prog;śląskie;4,3;68
 Administracja ;2575,29; Akademia WSB ;2018;Niestacjonarne;I stopnia;0,56;Pierwszy prog;śląskie;4,3;68
 Ekonomia ;2577,35; Akademia WSB ;2018;Niestacjonarne;I stopnia;0,55;Pierwszy prog;śląskie;4,3;68
 Pedagogika ;2576,06; Akademia WSB ;2018;Stacjonarne;II stopnia;0,54;Pierwszy prog;śląskie;4,3;68
 Pedagogika ;2256,99; Akademia WSB ;2018;Niestacjonarne;I stopnia;0,48;Pierwszy prog;śląskie;4,3;68
 Fizjoterapia ;2204,92; Akademia WSB ;2018;Niestacjonarne;I stopnia;0,48;Pierwszy prog;śląskie;4,3;68
 Stosunki międzynarodowe ;2537,43; Akademia WSB ;2018;Stacjonarne;I stopnia;0,44;Pierwszy prog;śląskie;4,3;68
 Bezpieczeństwo narodowe ;1726,39; Akademia WSB ;2018;Stacjonarne;I stopnia;0,37;Pierwszy prog;śląskie;4,3;68
 Logistyka ;5144,41; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia;1,13;Pierwszy prog;śląskie;4,3;68
 Informatyka ;4334; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia;0,82;Pierwszy prog;śląskie;4,3;68
 Pielęgniarstwo ;3873,95; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Stacjonarne;I stopnia;0,81;Pierwszy prog;śląskie;4,3;68
 Finanse i rachunkowość ;3888,27; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia;0,74;Pierwszy prog;śląskie;4,3;68
 Zarządzanie ;3168,45; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;II stopnia;0,73;Pierwszy prog;śląskie;4,3;68
 Turystyka i rekreacja ;3431,18; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;II stopnia;0,72;Pierwszy prog;śląskie;4,3;68
 Zarządzanie ;3589,25; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia;0,71;Pierwszy prog;śląskie;4,3;68
 Administracja ;3450,93; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia;0,67;Pierwszy prog;śląskie;4,3;68
 Fizjoterapia ;2862,13; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia;0,66;Pierwszy prog;śląskie;4,3;68
 Pedagogika ;2582,2; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia;0,6;Pierwszy prog;śląskie;4,3;68
 Psychologia ;2703,89; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;Jednolite-magisterskie;0,56;Pierwszy prog;śląskie;4,3;68
 Administracja ;2850,21; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia;0,54;Pierwszy prog;śląskie;4,3;68
 Turystyka i rekreacja ;2722,77; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia;0,53;Pierwszy prog;śląskie;4,3;68
 Turystyka i rekreacja ;2290,63; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia;0,51;Pierwszy prog;śląskie;4,3;68
 Finanse i rachunkowość ;2187,5; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia;0,45;Pierwszy prog;śląskie;4,3;68
 Kosmetologia ;1949,46; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia;0,43;Pierwszy prog;śląskie;4,3;68
 Prawo ;2188,15; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;Jednolite-magisterskie;0,35;Pierwszy prog;śląskie;4,3;68
 Kosmetologia ;1944,96; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;II stopnia;0,34;Pierwszy prog;śląskie;4,3;68
 Filologia: specjalizacja: filologia niderlandzka ;4673,62; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;I stopnia;1,03;Pierwszy prog;lubelskie;8;89
 Socjologia ;4100,52; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;II stopnia;0,9;Pierwszy prog;lubelskie;8;89
 Filologia: specjalizacja: filologia angielska ;3713,24; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Niestacjonarne;II stopnia;0,82;Pierwszy prog;lubelskie;8;89
 Prawo ;2994,8; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Niestacjonarne;Jednolite-magisterskie;0,71;Pierwszy prog;lubelskie;8;89
 Informatyka ;2795,8; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;II stopnia;0,66;Pierwszy prog;lubelskie;8;89
 Filologia: specjalizacja: filologia romańska ;2870,89; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;I stopnia;0,66;Pierwszy prog;lubelskie;8;89
 Pedagogika ;2659,08; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Niestacjonarne;II stopnia;0,65;Pierwszy prog;lubelskie;8;89
 Filologia: specjalizacja: filologia germańska ;2512,51; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;I stopnia;0,64;Pierwszy prog;lubelskie;8;89
 Teologia ;2622,11; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;Jednolite-magisterskie;0,64;Pierwszy prog;lubelskie;8;89
 Filologia: specjalizacja: filologia angielska ;3124,58; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Niestacjonarne;I stopnia;0,64;Pierwszy prog;lubelskie;8;89
 Filologia: specjalizacja: filologia romańska ;2570,55; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;II stopnia;0,62;Pierwszy prog;lubelskie;8;89
 Pedagogika ;2201,54; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Niestacjonarne;I stopnia;0,6;Pierwszy prog;lubelskie;8;89
 Informatyka ;2714,12; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;I stopnia;0,58;Pierwszy prog;lubelskie;8;89
 Prawo w bizesie ;2274,37; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;II stopnia;0,57;Pierwszy prog;lubelskie;8;89
 Biotechnologia ;2253,44; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;II stopnia;0,55;Pierwszy prog;lubelskie;8;89
 Pedagogika ;2247,48; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Niestacjonarne;II stopnia;0,55;Pierwszy prog;lubelskie;8;89
 Pedagogika specjalna ;2287,45; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;II stopnia;0,54;Pierwszy prog;lubelskie;8;89
 Psychologia ;2528,2; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;Jednolite-magisterskie;0,54;Pierwszy prog;lubelskie;8;89
 Historia ;2910,72; Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie ;2018;Stacjonarne;I stopnia;0,54;Pierwszy prog;lubelskie;8;89
